# gives flux multipliers to use when finding the weighting in a simulation for nugen.
# this file is a way to get around the fact that local build does not have the NuFlux module
1	1.1344928378407188e-11
2	2.6205373005894665e-12
3	3.491336753848309e-12
4	1.7831442041679118e-17
5	1.1135942139800762e-12
6	3.130575495741518e-14
7	8.10702128948395e-12
8	8.739224241671556e-12
9	4.474633033265671e-12
10	3.507939944905102e-12
11	1.0926853364581187e-14
12	9.356208176722125e-16
13	2.9253877814585384e-12
14	6.193101747206409e-13
15	1.2445027274992074e-12
16	1.9049709549087348e-12
17	2.949461647562666e-14
18	1.1394088972066336e-11
19	3.3717686442430014e-12
20	2.0308586179584204e-11
21	1.0769308865987595e-11
22	1.977073063255999e-12
23	1.5009139015010292e-13
24	7.421938174599373e-14
25	2.293471247774797e-13
26	6.644532418561274e-13
27	2.2027702226598475e-17
28	4.4530501126259687e-13
29	4.333366732982205e-12
30	5.80951063418308e-13
31	6.570061060350211e-12
32	2.9627812689989973e-13
33	1.604712208300985e-13
34	6.286895769063493e-13
35	9.366845179938219e-14
36	3.59224708478549e-13
37	1.9170479068360618e-13
38	2.0076974977641598e-11
39	5.032828552240871e-15
40	5.5178172975365974e-14
41	1.0771084882515206e-12
42	5.018770591605204e-15
43	1.1081002590962747e-11
44	9.067074492125377e-12
45	6.873334818093621e-13
46	2.643282214739328e-12
47	1.3916207336787866e-11
48	8.01439942644773e-14
49	2.4168503131011147e-12
50	2.2117211254104925e-12
51	4.137133653629597e-12
52	2.1577456661397955e-14
53	3.365422067228174e-11
54	4.699191691908425e-13
55	5.174761160603457e-13
56	8.948896203455306e-12
57	2.0176086073823514e-12
58	1.6578433912374153e-14
59	1.2969326418863567e-11
60	1.3308327965284244e-11
61	4.536105086286065e-12
62	1.893489234835985e-12
63	5.336772521651552e-15
64	5.44811769127664e-12
65	2.612779133962826e-12
66	1.4484262103281746e-17
67	4.946659083702254e-13
68	4.170391087334461e-13
69	9.018761647949578e-14
70	3.17962894083415e-14
71	1.1640870191143624e-14
72	7.478100132017787e-13
73	1.372274239805194e-13
74	2.714459634676071e-14
75	1.9381108936700749e-13
76	4.931297168057901e-12
77	4.72399025620937e-13
78	1.3915682157143282e-14
79	1.1120114915184874e-11
80	1.1661139469550749e-12
81	1.559906364039997e-13
82	7.223012991965112e-12
83	1.6110432099694617e-12
84	1.4946555574192323e-11
85	5.30426592892135e-13
86	8.150905040781753e-13
87	6.351085788515948e-12
88	3.2661112180668184e-11
89	7.189972748541147e-14
90	9.543279331124436e-12
91	4.294872373448544e-18
92	1.0139003665209533e-11
93	3.348394301430665e-16
94	1.2684893147487612e-11
95	7.0098218577297e-12
96	3.965927125329266e-14
97	1.2420474258904164e-13
98	1.0011712234992337e-11
99	3.6708327499585396e-12
100	8.167607405887419e-15
101	1.4593363874293878e-12
102	5.9564596762282635e-12
103	5.135160791297486e-13
104	1.4444897040277642e-11
105	2.0978525783810493e-12
106	8.845335132654343e-14
107	5.633279586671897e-12
108	1.3503327989464287e-11
109	2.1484122554522344e-12
110	1.0707415974713745e-11
111	4.840011484207117e-12
112	8.18901953969708e-12
113	3.1769306713386204e-13
114	1.6913761648094358e-14
115	3.630101126517699e-11
116	1.6686947597523487e-12
117	2.399398186088031e-12
118	6.763625803426833e-13
119	1.383520905746721e-14
120	3.387495264973777e-13
121	3.7212092541201194e-13
122	3.743742799508283e-14
123	9.970392278548672e-14
124	2.0639900146481143e-11
125	2.454748021743418e-13
126	1.2760238663600683e-11
127	2.6060096859103738e-11
128	1.4622803834185013e-11
129	5.31357948182067e-13
130	3.5035535206710722e-12
131	1.0521275256951068e-15
132	8.43611077938292e-12
133	1.2710684136653063e-12
134	2.465489642492753e-14
135	8.946024643756667e-13
136	9.827935109132203e-13
137	6.3308368230842615e-15
138	4.732043498794706e-13
139	3.519943194961859e-12
140	3.932168491698371e-12
141	1.4181952715242875e-11
142	2.05000004235915e-18
143	2.1129334279433892e-11
144	1.0777678696376162e-18
145	9.025471535555486e-12
146	2.1500940874448917e-13
147	5.824025760175577e-12
148	1.3093722254539929e-12
149	1.4673804114163861e-12
150	2.9308992284884646e-13
151	2.338110052269136e-12
152	9.749077391124642e-13
153	2.5583448492094445e-13
154	2.009770561033792e-13
155	8.411970755164693e-12
156	4.398998753791189e-13
157	2.3137269397429737e-12
158	5.567585327433046e-12
159	1.3154621171001611e-11
160	3.1080992599201e-12
161	2.8730972252792476e-11
162	6.634703128707329e-15
163	3.9615440909616225e-12
164	8.668050396875199e-12
165	7.671054636462902e-12
166	1.2307913194033646e-13
167	7.209586011346758e-15
168	2.235855815200404e-12
169	2.289580907372095e-13
170	6.019794814970273e-13
171	4.588857709727807e-12
172	2.8268156334830035e-12
173	1.7838951121745233e-11
174	2.088670035515275e-14
175	1.726272936052077e-11
176	5.686789227413484e-12
177	3.5029175372502403e-12
178	3.456230932492028e-12
179	3.2029222349568566e-12
180	5.3832966443555584e-14
181	4.451716941253714e-12
182	2.9790327565057497e-19
183	8.374602923602045e-14
184	2.0043778693948933e-12
185	1.0103347712682342e-11
186	3.3225479633269482e-12
187	1.1636651928703811e-11
188	9.332869694483199e-12
189	7.485861211310904e-14
190	1.5074979830508857e-13
191	4.90346801894107e-13
192	4.307253508089146e-12
193	1.1228586712886263e-12
194	1.0727324120454943e-12
195	8.934865899543556e-19
196	9.682396699509262e-13
197	1.8960876361454987e-12
198	3.2310516173531127e-13
199	1.189320368888625e-12
200	2.3925013660344168e-14
201	7.239846337073339e-13
202	2.3392417363577392e-14
203	2.346881101134663e-12
204	4.640193432092546e-13
205	5.7303050275003255e-12
206	8.006197816136824e-13
207	3.5012377158026616e-12
208	5.133306203882596e-17
209	2.6194352630475218e-12
210	1.5861952657458744e-11
211	1.497600507083227e-12
212	6.412605055599177e-12
213	7.689797914307578e-12
214	1.460831882220656e-11
215	1.2412097653654571e-11
216	5.740620458551034e-13
217	6.42260271726684e-14
218	9.405135873849676e-14
219	5.883052973216408e-12
220	2.5810764610434417e-12
221	2.8989319239933203e-12
222	4.202981098273998e-12
223	1.690537450658527e-12
224	5.873668342829396e-12
225	4.891863754793947e-12
226	3.5439014873060583e-13
227	7.0372626653925676e-12
228	3.150369245308845e-13
229	3.27592214064819e-11
230	1.8395252747607046e-13
231	5.31672460867907e-12
232	2.83615429744675e-11
233	4.341307351101404e-13
234	1.2559505914678426e-11
235	3.0950002720401284e-11
236	5.80286782330704e-14
237	3.817324895167605e-13
238	1.967561095405297e-14
239	7.148152390919906e-14
240	1.9309753409401075e-13
241	3.681119506678915e-15
242	1.2622121526186676e-13
243	8.616251907621324e-13
244	1.0004342580741218e-14
245	8.577988064728236e-13
246	5.807726472432471e-18
247	6.072926630502219e-12
248	9.030314413374923e-14
249	1.5238232473549702e-13
250	6.668614723137854e-16
251	9.211242393536298e-15
252	2.778594443874105e-14
253	3.576173249337046e-12
254	2.6240139820340094e-13
255	1.2621274376738134e-14
256	1.5595910644192795e-13
257	5.918747191216615e-12
258	1.3772326795857806e-12
